year	wages	gini  	cpi	GDPR 	GDPRTC 	GDPRPC	GDPAGR	GDPMIN	GDPMAN	GDPGOV	GDPCON	GDPCOM	GDPUT	GDPFS	GDPFISH	GDPTR	GDPHME	GDPPS	GDPAGRTC	GDPMINTC	GDPMANTC	GDPGOVTC	GDPCONTC	GDPCOMTC	GDPUTTC	GDPFSTC	GDPFISHTC	GDPTRTC	GDPHMETC	GDPPSTC	CNOM	GNOM	FBKFNOM	XNOM	MNOM	EGDPNOM	RESTNOM	FBKFMREAL	FBKFCREAL	SK_MAQ	SK_INF	SK_TOT	IFTNCOP	IFT	IF03	IFGDP03	IC	ICGDP	ICT	ITGDP	GFTNARM	GFT	GF03	GFGDP03	GFPC03	GFC	GFCBBSS	GFK	IPCTC	TCNUSD	TCNLIB	TCREAL	IPX	IPM	COP_LOND	RICNAC	INTNOM	INTREAL	CIRCNOM_A	DXPUSNOM	DXP/PIB	KACCNOM	KACCREAL	KACC/PIB	PASHIPNOM	PASHIPREAL	PASHIP/PIB	POBTOT	TCH1564	TCT65	FTT	NACCORR	MORT 	EMP	TDESEMP	ESUPEST	ESUPPRIV	ESC
1940.00	26.63	0.57	0.00	4894315.69	3.29	966682.93	291410.19	770641.71	623165.82	378717.83	427530.83	392597.70	90931.01	283541.54	25432.34	236676.86	522480.23	834454.05	-7.16	5.07	15.73	-6.00	-0.63								0.01	0.00	0.00	0.00	0.00	0.02	9.05	85435.39	596470.00	849.51	13583.31	14432.82	3016.60	3016.60	660524850910.01	13.50	2526.80	11.30	2194.10	9.82	2487.00	2487.00	544561859117.28	11.13	107557.15	1962.00	1381.00	525.00	9.10	0.00	0.00	84.53	12.75	12.83	0.11	27.38	8.35	-0.69	0.00	347.00	43.24	0.00	436255.11	8.91	0.00	200781.62	4.10	5063000.00	1.63	1.84	1841953.56	180315.00	107871.00	1745.73	5.22	4558.00	1844.00	4.17
1941.00	26.64	0.56	0.00	4902179.74	0.16	952064.43	266503.11	899607.54	857476.16	436320.47	512954.86	375249.80	74022.35	281720.63	20808.28	243975.27	476049.05	796701.38	-8.55	16.73	37.60	15.21	19.98	-4.42	-18.60	-0.64	-18.18	3.08	-8.89	-4.52	0.01	0.00	0.00	0.01	0.00	0.02	22.07	81536.57	590749.00	867.75	13869.54	14737.28	3668.80	3668.80	652347465389.08	13.31	2983.80	10.82	2600.80	9.43	3235.00	3235.00	575213707624.75	11.73	111713.67	2580.00	1859.00	655.00	23.14	0.00	0.00	83.15	12.96	13.49	0.11	27.78	8.38	-11.99	0.00	347.00	38.73	0.00	407583.69	8.31	0.00	173015.00	3.53	5149000.00	1.45	2.76	1875362.98	179578.00	100091.00	1762.54	6.02	4533.00	1761.00	4.21
1942.00	25.06	0.55	0.00	5063603.33	3.29	965599.41	276591.39	796456.25	827760.99	434756.60	448886.84	412458.62	93937.00	281980.76	17655.51	228205.50	518337.68	874603.73	3.79	-11.47	-3.47	-0.36	-12.49	9.92	26.90	0.09	-15.15	-6.46	8.88	9.78	0.02	0.00	0.00	0.01	0.00	0.03	15.21	67028.24	467716.00	880.41	14142.26	15022.67	4264.70	4264.70	604132748654.09	11.93	3391.40	9.49	2799.20	7.83	3810.00	3810.00	539720442791.31	10.66	102921.52	3052.00	2259.00	758.00	25.52	0.00	0.00	75.06	14.26	17.25	0.11	28.83	8.57	-13.50	0.00	346.00	30.06	0.00	361961.84	7.15	0.00	164691.04	3.25	5244000.00	1.60	2.92	1912126.87	184712.00	104122.00	1794.45	6.15	4541.00	1791.00	4.24
1943.00	28.02	0.55	0.00	5208526.47	2.86	975196.87	329149.76	828791.24	918743.20	455868.88	461755.20	407756.85	109718.41	284321.92	15343.48	256486.82	515921.18	917450.02	19.00	4.06	10.99	4.86	2.87	-1.14	16.80	0.83	-13.10	12.39	-0.47	4.90	0.03	0.00	0.00	0.01	0.00	0.04	8.58	67266.71	506838.00	877.32	14284.42	15161.74	5972.20	5972.20	784615758985.05	15.06	4856.50	12.25	3594.90	9.07	5683.00	5683.00	746621238121.97	14.33	139790.53	3712.00	2778.00	1971.00	7.83	0.00	0.00	78.60	14.84	20.11	0.11	29.79	10.28	2.28	0.00	335.00	28.40	0.00	401383.88	7.71	0.00	184386.67	3.54	5341000.00	1.62	2.93	1949701.95	186887.00	103235.00	1825.26	6.38	4439.00	1955.00	4.26
1944.00	27.88	0.54	0.00	5307107.91	1.89	975571.31	311717.42	828042.99	970105.18	463688.24	555940.67	437994.09	95439.99	297588.55	13241.63	265088.51	526450.19	933030.49	-5.30	-0.09	5.59	1.72	20.40	7.42	-13.01	4.67	-13.70	3.35	2.04	1.70	0.03	0.00	0.01	0.01	0.00	0.04	18.05	52088.14	593541.00	874.48	14461.14	15335.62	6173.80	6173.80	705284311851.32	13.29	5025.70	10.82	4119.50	8.87	6071.00	6071.00	693540616354.49	13.07	127489.08	4205.00	3047.00	1866.00	15.00	0.00	0.00	77.14	15.20	21.61	0.11	30.53	9.01	-5.21	0.00	325.00	26.66	0.00	395530.74	7.45	0.00	198045.78	3.73	5440000.00	1.63	2.95	1988089.46	189912.00	103054.00	1851.88	6.85	4551.00	2210.00	4.29
1945.00	30.20	0.53	0.00	5765048.19	8.63	1040434.61	291436.32	764067.81	998639.62	554392.86	598515.78	487849.06	91306.76	316317.90	12611.08	301059.23	566494.92	1074453.23	-6.51	-7.73	2.94	19.56	7.66	11.38	-4.33	6.29	-4.76	13.57	7.61	15.16	0.03	0.00	0.01	0.01	0.01	0.05	10.00	64565.39	617340.00	856.45	14719.18	15575.64	7394.60	7394.60	784305396642.96	13.60	6400.30	11.78	5526.80	10.17	7049.00	7049.00	747649465953.02	12.97	134930.42	4795.00	3467.00	2254.00	7.71	0.00	0.00	71.45	15.38	22.34	0.11	32.74	9.07	1.26	0.00	317.00	21.68	0.00	410568.48	7.12	0.00	199206.24	3.46	5541000.00	1.65	2.96	2027293.22	193026.00	107064.00	1910.03	5.78	4779.00	2307.00	4.34
1946.00	27.22	0.53	0.00	6258938.39	8.57	1109150.88	345301.47	880901.35	1011758.90	546834.14	769637.63	551647.20	96191.48	332706.08	21438.83	306793.69	600671.03	1073254.73	18.48	15.29	1.31	-1.36	28.59	13.08	5.35	5.18	70.00	1.90	6.03	-0.11	0.04	0.01	0.01	0.01	0.01	0.06	11.30	97988.88	846442.00	852.12	14993.71	15845.83	8269.30	8269.30	674238719760.60	10.77	7155.10	9.32	6153.90	8.02	8198.00	8198.00	668425262670.04	10.68	118452.11	5744.00	4180.00	2454.00	30.08	0.00	0.00	64.82	17.87	25.75	0.14	35.07	9.25	-16.01	0.00	296.00	14.76	0.00	376935.34	6.02	0.00	164598.68	2.63	5643000.00	1.62	2.95	2066737.09	192013.00	93547.00	1965.67	4.89	5725.00	1147.00	4.37
1947.00	27.64	0.52	0.00	5585719.84	-10.76	971767.54	289946.60	773046.79	1002968.98	599484.52	737603.62	474230.14	90931.01	325422.44	17024.95	283986.17	508326.49	1051681.77	-16.03	-12.24	-0.87	9.63	-4.16	-14.03	-5.47	-2.19	-20.59	-7.43	-15.37	-2.01	0.06	0.01	0.01	0.01	0.01	0.08	1.60	166934.86	871124.00	881.32	15489.60	16370.93	11512.50	11512.50	762630980785.66	13.65	9554.10	11.33	8731.20	10.35	11652.00	11652.00	771871981595.18	13.82	134285.31	8379.00	5899.00	3273.00	23.08	0.00	0.00	64.52	23.49	31.82	0.23	32.33	9.26	-11.23	0.00	293.00	12.70	0.01	343395.89	6.15	0.00	138175.89	2.47	5748000.00	1.67	2.98	2107575.39	202586.00	92481.00	1926.16	8.61	5939.00	2295.00	4.44
1948.00	28.74	0.52	0.00	6512764.53	16.60	1112532.38	355023.85	948190.20	1186901.29	563515.45	613300.71	496198.75	112348.65	346232.83	14082.37	320869.18	591350.28	1196100.75	22.44	22.66	18.34	-6.00	-16.85	4.63	23.55	6.39	-17.28	12.99	16.33	13.73	0.06	0.01	0.01	0.01	0.01	0.09	13.29	159160.30	762653.00	976.88	15997.19	16974.07	17004.20	17004.20	964244112364.73	14.81	16056.50	13.98	14629.10	12.74	14547.00	14547.00	824905558777.82	12.67	140913.15	10812.00	7449.00	3735.00	16.82	0.00	0.00	65.65	25.83	32.81	0.24	36.11	9.69	-6.10	0.00	295.00	10.15	0.01	318699.73	4.89	0.00	123253.26	1.89	5854000.00	1.66	2.97	2148870.43	205130.00	97670.00	2029.01	5.58	5287.00	2840.00	4.50
1949.00	28.72	0.52	0.00	6372124.49	-2.16	1068789.75	360015.72	871387.92	1316257.40	631283.26	615764.86	524085.10	114978.88	181310.50	11770.34	301450.21	596355.87	1185613.89	1.41	-8.10	10.90	12.03	0.40	5.62	2.34	-47.63	-16.42	-6.05	0.85	-0.88	0.08	0.01	0.02	0.01	0.01	0.11	11.46	194642.27	859572.00	1056.65	16382.95	17439.60	17633.50	17633.50	829112242414.58	13.01	17001.30	12.55	15772.60	11.64	15689.00	15689.00	737683498525.10	11.58	123730.88	11990.00	8823.00	3699.00	20.60	0.00	0.00	54.21	26.42	33.86	0.22	35.34	10.07	-8.73	0.00	281.00	8.44	0.01	280551.92	4.40	0.00	101270.19	1.59	5962000.00	1.68	2.98	2190990.62	206059.00	103384.00	2038.04	6.98	6719.00	3193.00	4.56
1950.00	31.45	0.52	0.00	6686124.63	4.93	1099342.40	360956.60	796456.25	1360534.97	821293.79	678053.22	520518.24	133390.53	363661.53	14923.11	296497.72	638471.88	1270707.23	0.26	-8.60	3.36	30.10	10.12	-0.68	16.01	100.57	26.79	-1.64	7.06	7.18	0.10	0.01	0.02	0.02	0.01	0.13	12.25	177958.33	795332.00	1165.12	16855.06	18020.18	19636.70	19636.70	792475293798.14	11.85	18200.30	10.99	15970.90	9.64	20940.00	20940.00	845072372248.55	12.64	138948.04	16984.00	12699.00	3956.00	16.51	0.00	0.00	63.75	25.83	29.63	0.22	36.24	10.40	-5.24	0.01	312.00	10.43	0.01	314482.20	4.70	0.00	90937.18	1.36	6081931.00	1.85	3.16	2237592.65	205210.00	91180.00	2086.89	6.73	6903.00	4086.00	4.60
1951.00	30.68	0.53	0.00	6977024.13	4.35	1122008.77	342400.43	918741.31	1344595.04	770989.22	648757.16	590072.00	160820.14	379529.45	12190.71	291675.56	651589.98	1300370.05	-5.14	15.35	-1.17	-6.13	-4.32	13.36	20.56	4.36	-18.31	-1.63	2.05	2.33	0.13	0.02	0.03	0.02	0.02	0.17	6.65	223595.01	884079.00	1247.74	17250.25	18497.99	26435.10	26435.10	864627505159.33	12.39	24147.20	11.32	22863.30	10.72	27693.00	27693.00	905770339449.35	12.98	145661.28	22039.00	14251.00	5654.00	23.39	0.00	0.00	64.33	32.69	34.59	0.28	36.79	11.21	-9.87	0.01	301.00	8.91	0.01	408074.91	5.85	0.00	82974.60	1.19	6218333.00	2.14	3.40	2290835.71	208963.00	92728.00	2138.58	6.65	7451.00	3897.00	4.65
1952.00	35.62	0.53	0.00	7426608.86	6.44	1168673.07	360982.73	872617.18	1401598.31	976638.47	652864.08	627848.28	147293.21	391495.42	16394.40	339115.20	665743.73	1249433.90	5.43	-5.02	4.24	26.67	0.63	6.40	-8.41	3.15	34.48	16.26	2.17	-3.92	0.17	0.02	0.03	0.03	0.03	0.23	6.68	230257.74	928673.00	1368.88	17723.26	19092.14	38078.40	38078.40	1111789421757.04	14.97	32265.00	12.68	30533.40	12.00	42332.00	42332.00	1235983386954.79	16.64	194497.99	32561.00	19586.00	9771.00	12.02	0.00	0.00	66.33	37.72	36.31	0.32	37.79	12.09	0.06	0.01	298.00	8.32	0.01	407042.94	5.48	0.00	85046.56	1.15	6354736.00	2.12	3.36	2344458.19	214898.00	81966.00	2201.54	6.10	7164.00	3715.00	4.73
1953.00	30.44	0.54	0.00	7986500.88	7.54	1230370.10	367934.76	773581.25	1602060.92	943275.86	842877.78	678757.09	157814.15	420890.10	18075.88	331556.14	673683.63	1309958.03	1.93	-11.35	14.30	-3.42	29.10	8.11	7.14	7.51	10.26	-2.23	1.19	4.84	0.22	0.03	0.04	0.03	0.03	0.29	10.83	187035.26	983498.00	1486.36	18227.99	19714.35	42220.00	42220.00	789328225409.98	9.88	39102.20	9.15	37049.10	8.67	54852.00	54852.00	1025491042638.28	12.84	157983.27	45628.00	25005.00	9224.00	56.17	0.00	0.00	55.92	38.45	33.64	0.32	39.77	11.45	-28.63	0.02	329.00	7.24	0.03	504422.19	6.32	0.00	66239.68	0.83	6491137.00	1.47	3.00	2355684.74	230251.00	80068.00	2229.58	5.35	7746.50	4766.50	4.76
1954.00	28.36	0.54	0.00	7727829.92	-3.24	1166017.85	368013.17	720348.77	1796160.67	977420.41	816182.77	711264.14	169838.09	391235.29	24801.78	350584.12	704752.82	1183516.52	0.02	-6.88	12.12	3.62	-3.17	4.79	7.62	-7.05	37.21	5.74	4.61	-9.65	0.40	0.05	0.06	0.04	0.04	0.51	5.08	155607.71	978429.00	1550.52	18773.84	20324.35	67279.80	67279.80	735137011833.24	9.51	63451.50	8.97	60858.80	8.60	82135.00	82135.00	897453299012.83	11.61	135412.73	67107.00	42450.00	15028.00	71.10	0.00	0.00	48.44	34.34	33.35	0.31	38.61	12.73	-34.12	0.02	352.00	6.82	0.06	695245.57	9.00	0.00	35529.76	0.46	6627540.00	1.45	2.98	2366085.00	230667.00	84519.00	2200.93	6.98	8329.00	5818.00	4.80
1955.00	25.75	0.55	0.00	8018659.21	3.76	1185501.23	382256.98	753592.35	1829352.45	956047.48	954449.23	735097.25	178104.54	342851.14	25642.52	343416.04	533872.27	1256025.64	3.87	4.61	1.85	-2.19	16.94	3.35	4.87	-12.37	3.39	-2.04	-24.25	6.13	0.67	0.09	0.10	0.10	0.08	0.88	6.34	204887.08	1108181.00	1577.51	19299.82	20877.32	131884.90	131884.90	783999679947.47	9.78	122742.00	9.10	118169.40	8.76	157635.00	157635.00	937073080758.44	11.69	138539.53	127733.00	84400.00	29902.00	83.81	0.00	0.00	47.73	39.15	32.27	0.44	39.57	13.47	-38.27	0.04	340.00	6.20	0.07	418212.50	5.22	0.00	19287.39	0.24	6763940.00	1.45	2.96	2375942.00	246521.00	87843.00	2209.25	7.02	10842.00	6129.00	4.79
1956.00	31.26	0.55	0.00	8153260.79	1.68	1174853.77	413227.48	585877.96	1768741.37	1038672.09	1003732.32	701779.54	176977.30	382390.88	25432.34	392158.97	610164.40	1200295.49	8.10	-22.26	-3.31	8.64	5.16	-4.53	-0.63	11.53	-0.82	14.19	14.29	-4.44	1.01	0.15	0.16	0.20	0.16	1.36	9.19	287848.74	963021.00	1651.10	19940.94	21592.04	225120.30	225120.30	971845987368.33	11.92	207194.10	10.97	198949.50	10.53	244301.00	244301.00	1054649210044.89	12.94	151970.93	193772.00	121204.00	50529.00	37.70	0.00	0.00	64.15	43.00	32.78	0.41	39.87	13.82	-17.35	0.06	362.00	8.87	0.09	390253.14	4.79	0.01	28402.39	0.35	6939809.00	1.99	3.54	2398420.00	257739.00	84199.00	2215.48	7.63	11108.00	5488.00	4.84
1957.00	38.09	0.55	0.00	8989939.16	10.26	1263399.35	410457.13	624359.28	1918366.77	1146058.01	1056574.75	756579.47	203655.41	424792.04	26903.63	464361.05	646584.39	1321343.76	-0.67	6.57	8.46	10.34	5.26	7.81	15.07	11.09	5.79	18.41	5.97	10.08	1.54	0.20	0.29	0.29	0.33	1.99	3.02	463816.31	966966.00	1801.06	20419.40	22220.46	328534.00	328534.00	1209688083141.69	13.46	314435.90	12.88	297646.60	12.19	343003.00	343003.00	1262964081592.32	14.05	177490.41	279988.00	162569.00	63015.00	17.24	0.00	0.00	78.47	33.63	33.26	0.27	42.79	14.03	-2.74	0.07	425.00	11.37	0.13	465875.51	5.18	0.01	36552.35	0.41	7115675.00	1.94	3.50	2419718.00	271960.00	91506.00	2271.11	6.14	8475.00	2605.00	4.90
1958.00	36.54	0.55	0.00	9483618.72	5.49	1300632.80	456716.86	607630.60	1852704.77	972728.79	1033439.08	840805.98	167959.35	490344.77	28585.11	488732.51	786568.36	1478346.97	11.27	-2.68	-3.42	-15.12	-2.19	11.13	-17.53	15.43	6.25	5.25	21.65	11.88	1.97	0.28	0.36	0.31	0.35	2.58	2.55	477406.73	930758.00	2113.97	20888.13	23002.10	443047.93	443047.93	1231148071462.30	12.98	374302.21	10.97	357936.75	10.49	445728.43	445728.43	1238596681567.09	13.06	169867.59	359172.74	168322.66	86555.69	32.51	0.00	0.00	74.26	29.71	33.07	0.25	44.70	15.04	-13.18	0.09	466.00	11.03	0.21	570490.54	6.02	0.01	36033.02	0.38	7291542.00	1.90	3.46	2439877.00	273922.00	88930.00	2297.13	5.85	10814.67	4859.33	4.96
1959.00	43.96	0.55	0.00	8946686.91	-5.66	1198097.88	466491.52	675453.91	1923876.86	1021208.85	886411.18	873637.30	163826.12	455227.24	27744.37	442596.16	747731.87	1400744.24	2.14	11.16	3.84	4.98	-14.23	3.90	-2.46	-7.16	-2.94	-9.44	-4.94	-5.25	2.72	0.39	0.47	0.56	0.51	3.63	2.10	257997.32	956229.00	2413.63	21307.13	23720.76	811600.62	825069.06	1720741898712.53	19.23	560780.97	13.07	536489.73	12.51	767756.89	767756.89	1601213168320.09	17.90	214426.87	583225.36	272230.41	184531.53	33.24	0.00	0.00	73.01	33.09	32.59	0.30	43.27	16.08	-12.88	0.12	477.00	11.74	0.19	402854.86	4.50	0.01	28152.10	0.31	7467409.00	1.86	3.43	2458936.00	276557.00	94491.00	2250.23	8.49	12611.11	6582.89	5.04
1960.00	47.96	0.54	0.00	9688926.50	8.30	1267640.37	424700.94	740230.78	2103676.60	1179159.98	973341.08	862936.72	182989.27	449504.38	27744.37	436731.37	1091391.65	1557747.44	-8.96	9.59	9.35	15.47	9.81	-1.22	11.70	-1.26	0.00	-1.33	45.96	11.21	3.35	0.44	0.63	0.59	0.71	4.30	0.86	313580.97	1259369.00	2467.99	21739.20	24207.20	698766.65	707700.15	1399335489454.87	14.44	703378.01	14.35	668600.15	13.64	841600.00	841600.00	1664095654914.06	17.18	217720.18	635900.00	285900.00	205700.00	5.48	0.00	0.00	68.93	34.15	31.54	0.31	45.90	16.48	10.44	0.16	400.00	8.58	0.22	432114.37	4.46	0.02	33919.84	0.35	7643277.00	1.83	3.40	2476930.00	287551.00	95486.00	2313.21	6.61	15494.00	9368.00	5.11
1961.00	50.38	0.54	0.00	10152296.44	4.78	1294284.50	418057.38	813757.47	2259953.47	1165351.97	895664.58	951148.99	194421.94	433020.44	25160.72	467265.44	1070844.47	1592839.85	-1.56	9.93	7.43	-1.17	-7.98	10.22	6.25	-3.67	-9.31	6.99	-1.88	2.25	3.76	0.51	0.73	0.58	0.78	4.79	0.06	397303.11	1195868.00	2572.63	22461.61	25034.25	786673.63	796100.00	1436153369209.00	14.15	796100.00	14.15	760800.00	13.52	934500.00	934500.00	1685825051533.49	16.61	214920.56	712700.00	320200.00	221800.00	9.61	0.00	0.00	62.67	31.85	29.59	0.29	47.98	16.31	6.11	0.17	465.00	8.68	0.19	348972.34	3.44	0.02	44500.04	0.44	7843945.00	2.49	4.18	2526202.00	296592.00	91347.00	2337.24	7.48	16204.00	10030.00	5.26
1962.00	50.30	0.53	0.00	10633376.75	4.74	1321800.74	395358.53	878181.01	2473306.25	1197183.57	1148726.45	969768.28	214096.78	376436.14	30566.50	504116.90	1077309.75	1645478.47	-5.43	7.92	9.44	2.73	28.25	1.96	10.12	-13.07	21.48	7.89	0.60	3.30	4.40	0.63	0.87	0.68	0.76	5.82	-3.02	361904.58	1426754.00	2751.39	23100.43	25851.82	944276.89	957300.00	1513936346316.24	14.24	957300.00	14.24	905400.00	13.47	1200600.00	1200600.00	1898706755862.61	17.86	236022.11	900700.00	380700.00	299900.00	14.07	0.00	0.00	59.84	32.84	31.86	0.29	49.63	14.95	0.77	0.23	563.00	9.56	0.25	390740.20	3.67	0.02	28901.40	0.27	8044614.00	2.44	4.12	2574773.00	302947.00	94874.00	2385.01	7.37	16832.00	10854.00	5.41
1963.00	52.92	0.52	0.00	11306060.64	6.33	1371215.43	418389.56	888080.49	2570688.87	1183550.04	1429043.23	998425.80	234569.24	485166.75	35137.57	546676.18	1211220.66	1687141.04	5.83	1.13	3.94	-1.14	24.40	2.96	9.56	28.88	14.95	8.44	12.43	2.53	6.75	0.84	1.42	1.12	1.33	8.80	-1.65	302885.75	1749825.00	2878.77	23951.99	26830.75	1333514.80	1353800.00	1564958941251.75	13.84	1353800.00	13.84	1283000.00	13.12	1638200.00	1638200.00	1893718228363.58	16.75	229672.89	1178200.00	523800.00	460000.00	36.81	0.00	0.01	71.63	32.84	32.51	0.29	52.01	14.21	-16.52	0.30	700.00	13.42	0.43	501535.70	4.44	0.02	28861.01	0.26	8245284.00	2.38	4.08	2622648.00	305735.00	98293.00	2439.85	6.97	18232.00	11722.00	5.56
1964.00	50.54	0.52	0.00	11557630.95	2.23	1368422.36	418987.48	943425.23	2701205.82	1288289.49	1255429.43	1022118.18	246799.55	392682.33	44239.95	560530.11	1268079.66	1757403.16	0.14	6.23	5.08	8.85	-12.15	2.37	5.21	-19.06	25.90	2.53	4.69	4.16	10.14	1.26	2.07	1.69	1.81	13.35	-1.68	339476.49	1596262.00	2935.43	25103.01	28038.44	2010446.57	2038400.00	1636006458819.59	14.16	2038400.00	14.16	1938000.00	13.46	2331700.00	2331700.00	1871407113436.83	16.19	221574.42	1694700.00	776800.00	637000.00	44.03	0.00	0.01	63.04	34.48	33.49	0.44	52.40	14.51	-20.50	0.49	815.00	13.42	0.61	486795.02	4.21	0.06	45030.06	0.39	8445953.00	2.35	4.03	2670141.00	305050.00	94058.00	2497.38	6.47	21203.00	13014.00	5.71
1965.00	51.84	0.51	0.00	11651050.64	0.81	1347468.48	427446.95	861716.08	2820408.60	1356585.61	1195094.21	967069.84	258099.28	472724.55	37999.45	581809.75	1328127.01	1870023.52	2.02	-8.66	4.41	5.30	-4.81	-5.39	4.58	20.38	-14.11	3.80	4.74	6.41	13.53	1.99	2.83	2.56	2.42	18.48	-0.44	292369.80	1526405.00	3022.99	26069.19	29092.18	3419043.70	3469000.00	1931190003172.07	16.58	3469000.00	16.58	3224600.00	15.41	3769800.00	3769800.00	2098645164012.13	18.01	242712.72	2609300.00	1170100.00	1160500.00	44.17	0.00	0.01	58.81	38.42	33.16	0.58	52.07	15.20	-20.09	0.73	970.00	14.49	0.66	365553.24	3.14	0.13	71682.93	0.62	8646622.00	2.29	3.99	2716654.00	303941.00	91648.00	2557.19	5.87	24098.00	15199.00	5.86
1966.00	52.02	0.50	0.00	12950278.20	11.15	1466419.57	517888.01	897826.08	3175390.45	1431036.34	1136052.91	1139095.90	279901.13	553400.75	43842.46	627028.99	1397030.91	1936730.01	21.16	4.19	12.59	5.49	-4.94	17.79	8.45	17.07	15.38	7.77	5.19	3.57	18.74	2.98	3.93	3.96	3.67	25.93	1.34	374517.25	1502754.00	3055.05	26938.65	29993.70	4821014.80	4897900.00	1976480661414.10	15.26	4897900.00	15.26	4624600.00	14.41	5392900.00	5392900.00	2176231151910.02	16.80	246424.66	3677800.00	1699000.00	1715100.00	37.96	0.00	0.01	55.66	46.30	32.51	0.69	57.39	15.85	-16.02	1.02	1058.00	13.04	0.72	288564.73	2.23	0.34	137996.34	1.07	8831223.00	2.05	3.76	2757476.00	303349.00	91086.00	2604.16	5.56	31080.00	18205.00	6.01
1967.00	54.73	0.50	0.00	13370718.58	3.25	1483027.74	533500.39	919317.69	3266408.85	1472731.03	1154245.57	1181245.66	295189.01	652462.90	42610.26	647532.81	1436885.35	2033195.49	3.01	2.39	2.87	2.91	1.60	3.70	5.46	17.90	-2.81	3.27	2.85	4.98	24.35	3.86	5.15	5.02	4.58	33.81	0.93	392800.40	1524602.00	3165.61	27759.86	30925.47	6178230.46	6312200.00	1972254558041.91	14.75	6312200.00	14.75	6051100.00	14.14	6532400.00	6532400.00	2041056315540.22	15.27	226385.97	4696400.00	2196900.00	1836000.00	29.15	0.01	0.01	54.97	47.61	35.11	0.51	58.09	15.83	-10.31	1.31	1236.00	14.53	0.81	252725.19	1.89	0.51	159478.28	1.19	9015825.00	2.02	3.74	2797693.00	292475.00	86840.00	2681.31	4.16	40996.00	21248.00	6.16
1968.00	53.90	0.49	0.00	13849416.79	3.58	1505301.53	558568.77	959633.70	3372176.07	1479094.68	1247661.78	1208888.11	293394.34	713485.18	48294.28	677512.72	1490644.55	2107399.71	4.70	4.39	3.24	0.43	8.09	2.34	-0.61	9.35	13.34	4.63	3.74	3.65	33.95	5.32	7.45	6.77	6.43	47.06	0.48	453511.93	1645258.00	3283.98	28579.36	31863.34	8600560.60	8777871.29	2120537542553.04	15.31	8777571.29	15.31	8386971.29	14.63	9131300.00	9131300.00	2205918019780.58	15.93	239762.57	6530900.00	2819900.00	2600400.00	29.34	0.01	0.02	58.76	48.60	33.49	0.56	59.98	16.61	-9.84	1.70	1456.00	17.24	0.90	217798.78	1.57	0.77	186499.87	1.35	9200427.00	1.99	3.71	2837312.00	287254.00	84433.00	2713.61	4.36	46197.00	23875.00	6.31
1969.00	59.00	0.49	0.00	14364726.83	3.72	1530600.32	494126.19	982869.25	3462689.37	1493960.35	1365130.46	1281627.93	302633.54	896710.52	40225.36	728273.53	1557157.18	2179903.41	-11.54	2.42	2.68	1.01	9.42	6.02	3.15	25.68	-16.71	7.49	4.46	3.44	49.00	7.75	10.56	11.59	10.05	68.86	-0.37	439353.31	1765306.00	3451.86	29495.84	32947.70	12953236.07	13231200.00	2471252928577.81	17.20	13068600.00	16.99	12488500.00	16.24	12824900.00	12824900.00	2395366382770.84	16.68	255232.74	9142100.00	4113500.00	3682800.00	29.34	0.01	0.02	62.46	56.80	33.16	0.67	62.22	19.33	-7.74	2.36	1777.00	20.74	1.14	212756.46	1.48	1.22	227120.22	1.58	9385028.00	1.96	3.69	2876339.00	278784.00	84336.00	2733.67	4.96	50750.00	26045.00	6.46
1970.00	63.85	0.49	0.00	14660107.04	2.06	1531940.68	511842.37	953786.34	3531230.97	1515592.92	1440490.29	1262522.92	318586.11	1034763.52	38039.20	762797.53	1614547.57	2229527.48	3.59	-2.96	1.98	1.45	5.52	-1.49	5.27	15.40	-5.43	4.74	3.69	2.28	69.02	12.81	16.04	14.81	14.27	98.41	0.01	463040.94	1883912.00	3589.93	30506.05	34095.99	19203916.20	19552800.00	2706511462020.98	18.46	19309200.00	18.23	18316800.00	17.29	20751500.00	20751500.00	2872436306008.77	19.59	300161.66	15360200.00	7068200.00	5391300.00	34.93	0.01	0.03	61.77	61.07	35.11	0.64	63.62	20.00	-11.07	4.38	2218.00	24.19	1.12	154355.09	1.05	1.49	206386.67	1.41	9569631.00	1.93	3.66	2914780.00	280212.00	83014.00	2742.81	5.90	67843.00	28715.00	6.61
1971.00	75.23	0.49	0.00	15972953.99	8.96	1640212.04	502541.37	1011182.78	4010668.61	1569504.06	1442057.45	1461992.21	366111.47	1209509.14	44239.95	810399.64	1650416.57	2391462.72	-1.82	6.02	13.58	3.56	0.11	15.80	14.92	16.89	16.30	6.24	2.22	7.26	90.52	19.76	20.26	14.39	15.84	129.10	-1.67	413042.04	1879489.00	3738.57	31605.96	35344.53	24329623.50	24435100.00	2638032895311.95	16.52	23924400.00	16.17	22656200.00	15.31	34560700.00	34560700.00	3731200751583.08	23.36	383145.18	26395700.00	10514900.00	8165000.00	28.21	0.01	0.03	53.45	48.76	38.38	0.49	67.33	15.00	-10.31	8.97	2305.00	19.33	1.37	148242.66	0.93	2.81	302831.77	1.90	9738347.00	2.60	2.79	2984195.00	278102.00	83456.00	2829.02	5.20	86862.00	39968.00	6.75
