geocode;x_coor;y_coor;y;ols_residual;mgwr_yhat;mgwr_residual;localR2;beta_Intercept;beta_womanjh;beta_infants;beta_senior;beta_migrants;beta_land_value;beta_home40pp;beta_overcrowd;beta_no_college;se_Intercept;se_womanjh;se_infants;se_senior;se_migrants;se_land_value;se_home40pp;se_overcrowd;se_no_college;t_Intercept;t_womanjh;t_infants;t_senior;t_migrants;t_land_value;t_home40pp;t_overcrowd;t_no_college;p_Intercept;p_womanjh;p_infants;p_senior;p_migrants;p_land_value;p_home40pp;p_overcrowd;p_no_college;sumW_Intercept;sumW_womanjh;sumW_infants;sumW_senior;sumW_migrants;sumW_land_value;sumW_home40pp;sumW_overcrowd;sumW_no_college
13101011001;-70.731;-33.805;1.172224785;0.901805768;1.126385205;0.04583958;0.847417624;0.076952341;-0.26968402;-0.790606614;0.264861272;0.061478328;-0.01694672;-0.299809062;0.981600357;0.132067658;0.055197947;0.187326622;0.085548413;0.086479224;0.046003845;0.021746108;0.06324657;0.081696505;0.063328109;1.394116008;-1.439645988;-9.241628041;3.062715637;1.336373691;-0.779298977;-4.740321261;12.01520627;2.08545083;0.163471076;0.150158078;7.28E-20;0.002228995;0.181612201;0.435915849;2.32E-06;6.17E-32;0.037182394;37.38137543;23.81766553;28.23606152;31.87146789;26.75376563;1000.215557;56.00493779;26.31784697;1000.215557
13101011002;-70.717;-33.804;1.14606244;1.095023982;0.827820096;0.318242344;0.802219312;0.062632083;-0.266411815;-0.769393959;0.26216149;0.058546793;-0.017036904;-0.290390859;0.875602044;0.132202993;0.055225333;0.187685735;0.086339906;0.087021475;0.046114318;0.021750134;0.063325833;0.089309774;0.063326584;1.134118701;-1.419456917;-8.91122075;3.012606821;1.269601198;-0.78330112;-4.585661903;9.804100991;2.087638165;0.256910204;0.155955541;1.31E-18;0.00262972;0.204406517;0.433563199;4.87E-06;4.30E-22;0.036984205;35.80373277;23.54204064;26.53866039;30.25529762;25.64275449;1013.635518;54.52750643;25.17198324;1013.635518
13101011003;-70.727;-33.81;0.696707974;0.509255719;1.012277445;-0.315569471;0.848866461;0.07763458;-0.273894022;-0.793765611;0.264290683;0.062671927;-0.016951779;-0.300463103;1.011834176;0.132064772;0.05523852;0.186916697;0.085919754;0.086733069;0.045961158;0.02174622;0.063331695;0.081315574;0.063327456;1.405442801;-1.465326676;-9.238453045;3.047173196;1.363584599;-0.77952762;-4.744277;12.44330112;2.085426773;0.160078705;0.143023144;7.49E-20;0.002346855;0.17288514;0.435781244;2.27E-06;4.93E-34;0.037184579;36.65748243;23.64975117;27.52954207;31.39366677;26.49391262;996.8586502;54.54797191;26.02591245;996.8586502
13101011004;-70.745;-33.815;2.57151497;2.189338237;1.524954154;1.046560817;0.876847862;0.100036806;-0.296102818;-0.832780282;0.2662897;0.069535135;-0.016816391;-0.312566097;1.19439944;0.131855192;0.055278175;0.185579783;0.08495837;0.085909974;0.045769039;0.021740228;0.063188441;0.072718664;0.063329141;1.80969807;-1.595555365;-9.802215905;3.099636612;1.519261418;-0.77351492;-4.946570766;16.42493642;2.082061909;0.070525287;0.110780417;4.38E-22;0.001970461;0.128889105;0.439328977;8.33E-07;3.00E-56;0.037491242;37.45738533;23.06777403;28.9682746;32.98441779;27.64799046;973.317003;56.39083843;27.30706996;973.317003
13101011005;-70.74;-33.811;0.850036341;0.638598115;1.106045435;-0.256009095;0.870032062;0.092073553;-0.284025189;-0.816668956;0.266117069;0.066302105;-0.016865085;-0.308068892;1.117556141;0.131934959;0.055380171;0.186292835;0.085199232;0.086240417;0.045858743;0.021742413;0.063209348;0.075522602;0.063328815;1.662572582;-1.524616815;-9.585402807;3.08575814;1.445789862;-0.775676805;-4.873786876;14.79763816;2.083332209;0.096588764;0.127547154;3.27E-21;0.002064226;0.148426866;0.438051471;1.20E-06;1.32E-46;0.037375218;37.22419503;23.45708387;28.75349192;32.58073656;27.27975993;983.5774156;56.28564035;26.94863554;983.5774156
13101021001;-70.643;-33.834;0.781074565;0.715367954;-0.083479321;0.864553885;0.711922466;0.016332918;-0.261179636;-0.691911178;0.240424032;0.056667644;-0.017320571;-0.253054965;0.746132376;0.13257088;0.053095511;0.187707822;0.08280964;0.082936541;0.046292333;0.021763247;0.063297727;0.089814497;0.063318534;0.30761391;-1.391415838;-8.355442461;2.898891488;1.224125893;-0.795863368;-3.997852351;8.307482642;2.093713655;0.758415123;0.164287726;1.37E-16;0.00379455;0.221080242;0.426226423;6.68E-05;2.02E-16;0.036438439;24.28387802;14.43828766;16.59079622;21.13518467;15.81040589;1009.673792;43.31936284;15.64939166;1009.673792
13101021002;-70.736;-33.821;-0.302732276;-0.263524302;-0.326123006;0.02339073;0.873916948;0.096267932;-0.298310425;-0.828371659;0.265950981;0.069589522;-0.016851411;-0.310941682;1.194750695;0.131894719;0.055360325;0.185553626;0.085230465;0.087041769;0.045810168;0.02174161;0.063310406;0.074048187;0.063327911;1.738933644;-1.607677695;-9.719196767;3.055440906;1.519084633;-0.775076529;-4.91138347;16.13477299;2.082726514;0.082233738;0.108097921;9.50E-22;0.002283467;0.128933591;0.438405973;9.94E-07;1.78E-54;0.037430501;36.4869972;22.90716156;28.26003267;31.67637587;26.71022267;973.7866374;54.44461653;26.51922211;973.7866374
13101021003;-70.763;-33.853;-0.269397928;-0.214155536;-0.015997655;-0.253400273;0.890295241;0.143045048;-0.396075113;-0.919751869;0.26631999;0.088766497;-0.016548427;-0.336719002;1.530096388;0.131390707;0.055414046;0.17927657;0.083885015;0.08710344;0.045582147;0.021728323;0.063409414;0.067071851;0.063328655;2.581386081;-2.209296587;-10.9644359;3.057514034;1.947396143;-0.761606254;-5.310236816;22.81279516;2.074743356;0.009926413;0.027291531;4.78E-27;0.002267821;0.051657414;0.446404344;1.24E-07;2.69E-100;0.038165676;34.85251904;21.15151833;28.36109259;31.15443615;26.9555806;906.2389172;52.068033;26.92105776;906.2389172
13101021004;-70.75;-33.863;1.570170656;1.182033803;1.297237828;0.272932827;0.889058402;0.138578514;-0.391607522;-0.910647929;0.266066898;0.088201402;-0.016601031;-0.335641652;1.539542837;0.131450701;0.055704064;0.17950489;0.084200766;0.08746686;0.045630366;0.021730372;0.063615004;0.067581574;0.063327048;2.487763068;-2.181598075;-10.81519765;3.041916664;1.932954058;-0.763955232;-5.276139773;22.78051158;2.075743375;0.012953432;0.029280519;2.20E-26;0.00238799;0.053413514;0.445003614;1.49E-07;4.71E-100;0.038072916;33.44982712;21.24315171;27.21369902;30.14561945;25.79578884;906.0988838;49.11165348;25.62459125;906.0988838
13101021005;-70.875;-33.872;14.14048818;12.36482855;10.20364497;3.936843212;0.895713768;0.187385259;-0.537906665;-1.151850657;0.237691504;0.133974328;-0.015550675;-0.369840444;1.862576825;0.129925109;0.050943695;0.173806184;0.082445997;0.076364395;0.046666961;0.021693355;0.063411468;0.071554207;0.063335043;3.678281636;-3.094864941;-13.97097136;3.112595929;2.870860339;-0.716840468;-5.83239046;26.03029088;2.051393725;0.000242375;0.002002248;5.35E-42;0.001886455;0.004146008;0.473574425;6.57E-09;2.34E-125;0.040386867;34.64530104;14.37609107;19.42668568;29.88599364;18.10120261;745.5544877;49.01022123;17.90681303;745.5544877
13101021006;-70.883;-33.867;-0.193420014;-0.57766137;0.745759201;-0.939179215;0.895741624;0.186171114;-0.530529911;-1.165887388;0.234454312;0.137123227;-0.015486152;-0.369326529;1.870640499;0.129843439;0.050536819;0.174041888;0.082132514;0.075424589;0.046873547;0.021691765;0.063367141;0.072126019;0.063336113;3.683870874;-3.048288646;-14.19519916;3.108459926;2.925386159;-0.713918487;-5.828360314;25.9357235;2.050069606;0.000237162;0.002338209;3.15E-43;0.001912901;0.003487495;0.475378987;6.72E-09;1.34E-124;0.040516049;34.82263789;14.29146998;18.85111578;29.63055269;17.27099338;737.7872295;49.24857404;16.98191376;737.7872295
13101021007;-70.742;-33.876;1.376886994;0.708484138;1.6018361;-0.224949105;0.88875426;0.137897407;-0.398656855;-0.910682913;0.265586973;0.089472552;-0.016607579;-0.336801784;1.569629317;0.131439375;0.055670821;0.179627306;0.08418162;0.08779667;0.045676835;0.021730554;0.063775624;0.067792878;0.063325792;2.477014046;-2.219355529;-10.81807297;3.025023311;1.958816801;-0.764250151;-5.281042584;23.15330701;2.075605716;0.013348642;0.026598669;2.14E-26;0.002524706;0.050303182;0.444827927;1.46E-07;7.13E-103;0.038085673;32.28301604;20.16568191;26.01426409;28.83579894;24.56469332;896.638572;46.38264457;24.34814487;896.638572
13101021008;-70.886;-33.876;2.320175331;1.980516458;1.144037189;1.176138142;0.895619162;0.190078318;-0.543900171;-1.170985004;0.235088131;0.139170466;-0.015429344;-0.373140473;1.891207612;0.129747218;0.050729507;0.173971486;0.082182908;0.075900657;0.046876657;0.021689892;0.063469534;0.072258136;0.063335211;3.746898593;-3.126375381;-14.24852247;3.097313534;2.968864995;-0.711361043;-5.87904853;26.17293658;2.048579554;0.000185223;0.001800754;1.60E-43;0.001985878;0.003032306;0.476961513;4.99E-09;1.68E-126;0.040661838;33.84504147;13.86510792;18.53287611;28.93143997;16.94870204;726.2759327;47.66680398;16.64089968;726.2759327
13101031001;-70.739;-33.804;-0.052733438;-0.413710398;0.204756195;-0.257489633;0.860454701;0.084710658;-0.271647859;-0.801038965;0.26585072;0.062815318;-0.016899669;-0.303720888;1.028196296;0.132000478;0.055343662;0.186993005;0.085288337;0.085849712;0.045956712;0.021744082;0.063164249;0.078502529;0.063329052;1.530629794;-1.452716688;-9.392127903;3.096699031;1.366836641;-0.777207755;-4.808430262;13.09762005;2.084358987;0.126053418;0.14649338;1.89E-20;0.001989975;0.171863508;0.437148094;1.66E-06;2.35E-37;0.037281661;37.61720228;23.88385577;28.77232559;32.78692444;27.26425265;994.0613726;57.1854224;26.84875149;994.0613726
13101031002;-70.659;-33.786;-0.503551139;-0.61082055;-0.009193323;-0.494357815;0.705137887;0.005778905;-0.252517859;-0.692388348;0.227122818;0.052582075;-0.017423925;-0.241187998;0.664842133;0.132818266;0.052222552;0.191599415;0.081699473;0.080789494;0.046664902;0.021768524;0.063092715;0.09650451;0.063320113;0.11065919;-1.317946921;-8.474820205;2.811291518;1.126801361;-0.800418293;-3.822755117;6.889233805;2.097568352;0.911900124;0.18770514;5.16E-17;0.004992885;0.259991017;0.423584205;0.000136893;7.96E-12;0.036095743;27.79050309;14.5624437;17.70157177;22.94394811;16.58367738;1074.331787;53.30582478;16.44492372;1074.331787
13101031003;-70.66;-33.9;-0.23375782;-0.365858751;0.34697405;-0.58073187;0.862359584;0.082613762;-0.311594495;-0.787768054;0.258047108;0.072152567;-0.017002398;-0.296795373;1.242566915;0.131991382;0.055093755;0.185803268;0.084629656;0.087685126;0.04632894;0.021748276;0.063680064;0.076297523;0.063319307;1.499512285;-1.67701299;-9.308416133;2.942883463;1.557397323;-0.781781414;-4.660726667;16.28580946;2.084536129;0.1339329;0.093730163;4.01E-20;0.003297308;0.119568771;0.434455688;3.41E-06;2.14E-55;0.03726554;23.64877425;14.67707911;17.17768436;20.32958531;16.47247666;914.1093362;37.71723269;16.36010489;914.1093362
13101031004;-70.667;-33.671;-0.174652;-0.139476063;-0.251990475;0.077338475;0.655294936;-0.065456311;-0.268852165;-0.445343421;0.133145226;-0.235410174;-0.017844618;-0.220440426;0.29197408;0.133770222;0.053217941;0.21196566;0.094111161;0.067095541;0.094426961;0.021792916;0.064757985;0.081933031;0.063317733;-1.229966996;-1.268376046;-4.732099957;1.984412435;-2.493039828;-0.818826563;-3.404065535;3.563569849;2.112681795;0.218885549;0.204843378;2.41E-06;0.047376004;0.01276324;0.413004121;0.000679873;0.000376298;0.034778509;33.06317126;5.236847766;9.444225777;17.30608453;7.95773004;1242.961503;86.96147594;7.683278403;1242.961503
13101031005;-70.683;-33.741;-0.129958198;-0.260208016;0.074156017;-0.204114214;0.687700346;-0.003571468;-0.116911722;-0.672117528;0.231609174;0.034383985;-0.017484747;-0.241780984;0.566838011;0.133016815;0.053260758;0.207850713;0.08185724;0.07780898;0.048485587;0.021772529;0.063179001;0.108891094;0.063323148;-0.067056281;-0.562479293;-8.210850137;2.976638086;0.709158902;-0.803064627;-3.826919997;5.205549799;2.100603333;0.946545057;0.573866242;4.39E-16;0.002956889;0.478326489;0.422053537;0.000134618;2.18E-07;0.035827861;31.22718426;14.59309967;17.92331082;23.69574208;16.76564856;1130.185911;64.58580623;16.62235209;1130.185911
13101031006;-70.778;-33.794;0.611869052;0.324741842;0.6370795;-0.025210449;0.884260507;0.112995059;-0.266458071;-0.841027129;0.264226707;0.067212941;-0.016671041;-0.31581613;1.176808267;0.131688559;0.054130731;0.183246451;0.083020867;0.082553393;0.045814391;0.021734893;0.062698681;0.070699755;0.063334219;2.087447487;-1.454096767;-10.13031007;3.200676532;1.467070496;-0.767017423;-5.037045816;16.64515329;2.079263955;0.037001446;0.146110472;1.95E-23;0.001397252;0.14254826;0.443181356;5.25E-07;1.31E-57;0.037747876;39.33374259;22.9464217;29.84332886;34.35876383;28.33559055;963.1261516;62.47145635;27.8510041;963.1261516
13101031007;-70.86;-33.808;0.189088119;-0.028083747;0.595407259;-0.40631914;0.896098913;0.15405747;-0.372210717;-1.051779776;0.230771236;0.105367592;-0.015914891;-0.341033269;1.612390748;0.130572473;0.04925162;0.175669529;0.080251411;0.071735408;0.046675717;0.021707273;0.062656249;0.071972226;0.063341959;3.127967559;-2.118812062;-13.10605962;3.216978091;2.257439163;-0.73315939;-5.44292505;22.40295797;2.061389862;0.001791086;0.03425605;2.13E-37;0.001320711;0.024111461;0.46356581;6.03E-08;3.20E-97;0.039422877;40.63925739;16.85265283;21.74674126;33.63961452;18.82078631;823.689021;60.10444171;18.59001509;823.689021
13101041001;-70.74;-33.711;0.001235658;0.189331188;0.00157991;-0.000344252;0.683606882;0.016428487;-0.15470241;-0.553845155;0.253747433;0.04792274;-0.017296993;-0.250489047;0.482136442;0.132831641;0.055905014;0.243050472;0.084008098;0.067692584;0.049717866;0.021766091;0.062885369;0.096581473;0.063333597;0.29386429;-0.636503228;-6.592759145;3.748526321;0.963893751;-0.794676129;-3.983264321;4.992017888;2.097332975;0.768898724;0.52453714;5.80E-11;0.000184035;0.335241041;0.426916694;7.09E-05;6.61E-07;0.03611659;37.78188128;17.38928402;22.74503247;30.36103688;21.20658034;1121.73846;69.15013169;21.07795022;1121.73846
13101041002;-70.74;-33.72;0.731213485;0.671760685;0.720164532;0.011048953;0.714334922;0.021123074;-0.187717084;-0.607133045;0.258879615;0.047161291;-0.017255792;-0.253210822;0.529057548;0.132742149;0.055678321;0.219725864;0.082056415;0.07100811;0.049277483;0.021763592;0.062815802;0.097451097;0.063333215;0.379376998;-0.854324023;-7.398971099;3.645775343;0.957055597;-0.792874241;-4.031005136;5.42895426;2.095932588;0.704456954;0.393050026;2.18E-13;0.000274891;0.338679994;0.427965571;5.81E-05;6.52E-08;0.036240831;38.08198801;18.86801863;23.98767016;30.69424475;22.95460584;1109.356227;68.74427716;22.33782187;1109.356227
13101041003;-70.778;-33.73;-0.262813456;-0.078362378;0.060569736;-0.323383193;0.74076975;0.044679668;-0.148739042;-0.640543955;0.261867175;0.038679253;-0.016954045;-0.264989649;0.584815009;0.132273561;0.052303229;0.198556936;0.082396296;0.072968959;0.048544497;0.021750375;0.062103308;0.089369693;0.063339622;0.854243024;-0.749100205;-7.773941152;3.588747592;0.796779365;-0.77948288;-4.266916811;6.543773271;2.088322556;0.393094882;0.453904043;1.33E-14;0.00034202;0.4256943;0.435807581;2.09E-05;7.99E-11;0.03692238;39.18193905;18.82427726;24.00746197;29.96414748;21.72445039;1043.145659;69.93405122;21.3895796;1043.145659
13101041004;-70.732;-33.725;0.629207009;0.67851985;0.027569572;0.601637437;0.72561142;0.019004397;-0.187214549;-0.630951755;0.258211437;0.045792466;-0.017282092;-0.254328603;0.543213933;0.132764638;0.055439863;0.211277689;0.081282605;0.074429343;0.049035405;0.021764331;0.062973426;0.096517486;0.063331547;0.342793007;-0.886106575;-7.762445031;3.469215585;0.933865369;-0.794055722;-4.038665497;5.628140099;2.096342889;0.731798037;0.375689774;1.45E-14;0.000535459;0.350510565;0.427277663;5.62E-05;2.14E-08;0.036204392;38.85584411;19.64314431;24.50825127;29.57358288;23.23667453;1111.759343;67.79813417;23.04031151;1111.759343
13101041005;-70.773;-33.726;1.113206563;0.947897548;0.922429424;0.190777139;0.736108616;0.040485235;-0.164255455;-0.627543524;0.262122134;0.040789014;-0.017008762;-0.259981215;0.570511242;0.132365331;0.053077205;0.203421969;0.083039814;0.07240775;0.048734356;0.021752922;0.062141298;0.089441923;0.063339039;0.762761234;-0.80746173;-7.55714026;3.62008395;0.836966313;-0.781907024;-4.18371073;6.378566355;2.089790656;0.445715299;0.419517394;6.81E-14;0.000303438;0.402733223;0.43438188;3.02E-05;2.32E-10;0.036790054;38.08725154;18.47924554;23.56354435;29.79071877;21.96673498;1055.854194;70.15250722;21.59424389;1055.854194
13101051001;-70.771;-33.728;0.007922047;0.125847195;0.169280087;-0.16135804;0.739765208;0.040294199;-0.17637231;-0.636673289;0.263567706;0.041330795;-0.017013556;-0.261483252;0.578217949;0.132365735;0.053308033;0.203266723;0.082979936;0.072855385;0.048646706;0.021752929;0.062188187;0.089941402;0.0633385;0.755874795;-0.867689055;-7.672617241;3.617683243;0.849611374;-0.782127141;-4.204709366;6.42882963;2.089814788;0.449832621;0.38569129;2.87E-14;0.000306243;0.395664966;0.434252557;2.76E-05;1.68E-10;0.036787882;38.36945482;18.75123712;23.91456627;30.30971464;22.49986115;1056.378537;69.73493474;21.84132542;1056.378537
13101051002;-70.743;-33.726;0.126454125;0.188475488;0.388419921;-0.261965795;0.732805635;0.026087786;-0.211590522;-0.6353051;0.261969697;0.048030965;-0.01720971;-0.25548143;0.564272607;0.132656096;0.055608306;0.210015007;0.081851907;0.072808798;0.04920937;0.021761173;0.062752174;0.100268021;0.063333494;0.469134702;-1.007501914;-7.761640759;3.59805;0.976053241;-0.790844776;-4.071276187;5.627642803;2.09456462;0.6390356;0.31384199;1.46E-14;0.000330112;0.329181766;0.429148717;4.90E-05;2.14E-08;0.036362548;37.97079367;19.90543736;24.83099889;31.26622743;23.15238147;1097.40645;67.96029661;22.34553975;1097.40645
13101051003;-70.721;-33.73;0.15180366;0.472542861;-0.132578458;0.284382118;0.728350158;0.015811898;-0.176035568;-0.650436122;0.255231926;0.042925144;-0.017324988;-0.254155442;0.555251902;0.132812167;0.055088858;0.20666251;0.081392129;0.077015246;0.048767218;0.021765859;0.063139581;0.097103003;0.063329457;0.287025329;-0.851802143;-7.99138848;3.314044142;0.880204908;-0.795970802;-4.025295067;5.718174331;2.097162581;0.774129118;0.394448054;2.49E-15;0.000939572;0.378877042;0.426163992;5.95E-05;1.28E-08;0.036131687;38.62161158;19.63404746;24.01256519;28.61936779;22.8702119;1116.27501;66.55420312;22.76881933;1116.27501
13101061001;-70.735;-33.731;-0.110287224;0.192331838;-0.197092199;0.086804975;0.739579924;0.02407144;-0.209439332;-0.655425452;0.260381683;0.0468357;-0.017236923;-0.256554921;0.578725246;0.132680361;0.055400319;0.204369776;0.082043853;0.075781531;0.048963408;0.02176197;0.062922076;0.098467263;0.063331851;0.434500032;-1.024805798;-7.988721032;3.435951723;0.956544941;-0.792066312;-4.077343575;5.877336577;2.095002107;0.663982428;0.305605687;2.54E-15;0.000605181;0.338937713;0.428436353;4.77E-05;5.04E-09;0.036323584;38.87378908;20.85433659;24.86748044;30.48699864;23.6360301;1099.932214;66.74898949;23.27565519;1099.932214
13101061002;-70.752;-33.739;-0.066162405;0.150642018;0.098211405;-0.16437381;0.75844915;0.037021823;-0.231035207;-0.677347411;0.266458441;0.046139594;-0.017092667;-0.265458624;0.62205931;0.132446251;0.055374022;0.201677918;0.082045831;0.076487638;0.048370146;0.021755293;0.062558544;0.092405774;0.063334371;0.668577459;-1.14556521;-8.255720038;3.483679805;0.953885777;-0.785678541;-4.24336324;6.731822929;2.091222325;0.503858974;0.252141929;3.07E-16;0.000507543;0.340281779;0.432169124;2.32E-05;2.31E-11;0.036661401;37.87686336;21.02838099;26.91785783;32.05759604;24.57712064;1068.387278;67.65686673;24.06500798;1068.387278
13101061003;-70.745;-33.75;0.669373099;0.763483897;0.394745319;0.27462778;0.768553067;0.039586932;-0.244965943;-0.703452316;0.264476146;0.047735615;-0.017089244;-0.270957227;0.661567183;0.132409708;0.055512712;0.199395459;0.082804796;0.079301765;0.04773322;0.021754444;0.062744915;0.091106904;0.063332617;0.71311472;-1.228543238;-8.495308811;3.335059997;1.000050159;-0.785551891;-4.318393377;7.261438557;2.090703249;0.475876041;0.219419052;4.36E-17;0.000871803;0.317433493;0.432243324;1.67E-05;5.89E-13;0.036708002;38.34499718;21.68301188;27.91640655;32.60872608;25.65460345;1061.949907;65.372704;25.45901215;1061.949907
13101071001;-70.74;-33.74;-0.413698672;-0.28899957;-0.520161057;0.106462385;0.757481124;0.031428282;-0.230745848;-0.68272384;0.262723655;0.047893852;-0.017165582;-0.262222608;0.625453812;0.132549568;0.055481245;0.20110518;0.082291487;0.077540067;0.048591266;0.021758316;0.062816795;0.097224177;0.063332309;0.566466788;-1.147388883;-8.296409075;3.388230939;0.985647333;-0.788920533;-4.17440283;6.433109843;2.092921761;0.571153872;0.251387981;2.21E-16;0.000720072;0.324451326;0.430272276;3.14E-05;1.64E-10;0.036509184;38.53192778;21.61477474;26.56818373;31.68465791;24.24398626;1081.620042;66.10673751;23.94239137;1081.620042
13101071002;-70.746;-33.722;0.048231977;0.274791435;-0.057336632;0.105568609;0.724230426;0.025761909;-0.20533894;-0.61757365;0.261769132;0.04816089;-0.017208977;-0.253927501;0.547752754;0.132667728;0.055607502;0.216195716;0.081859458;0.071810283;0.049344595;0.02176146;0.062678154;0.09926555;0.063334244;0.463281188;-0.949782649;-7.544316362;3.645287583;0.976011455;-0.790800651;-4.051291919;5.518054918;2.094723471;0.643224188;0.342362388;7.49E-14;0.000275408;0.329202466;0.429174462;5.33E-05;3.98E-08;0.036348396;37.6328349;19.07284651;24.55069409;30.76546012;22.78599799;1099.110418;68.71211547;22.013474;1099.110418
13101071003;-70.76;-33.732;-0.319021339;-0.106067547;-0.554355657;0.235334318;0.747206216;0.037582737;-0.214278207;-0.654518893;0.266526815;0.044764387;-0.017071086;-0.262424666;0.593833823;0.132436188;0.054877715;0.203924604;0.081719173;0.074265562;0.048628209;0.021754923;0.062404385;0.091305235;0.063336204;0.684845146;-1.05077172;-8.009367544;3.588834566;0.920543604;-0.784699908;-4.205227951;6.503831031;2.091002918;0.493538241;0.293517971;2.16E-15;0.000341907;0.357423895;0.432742661;2.75E-05;1.04E-10;0.036681092;37.47773575;19.94763087;26.07024625;31.41428874;23.66540509;1067.092101;68.54134954;23.08545681;1067.092101
13101081001;-70.747;-33.731;-0.553638099;-0.574587319;-0.466405008;-0.087233091;0.74499425;0.030760104;-0.224747084;-0.654199918;0.264312752;0.047911936;-0.017161499;-0.258591838;0.587486309;0.132570482;0.055508905;0.205361776;0.081954667;0.074332391;0.049020763;0.021758762;0.062649302;0.095923846;0.063333957;0.554147196;-1.094395894;-7.982460791;3.555822003;0.977380457;-0.788716689;-4.127609257;6.124507455;2.093197506;0.579553525;0.273941796;2.67E-15;0.000387477;0.328524719;0.4303914;3.85E-05;1.14E-09;0.036484537;37.90459434;20.62103357;25.5871228;31.6016818;23.46491915;1085.579094;68.01765826;23.28817735;1085.579094
13101081002;-70.681;-33.734;-0.014439712;-0.146437679;0.38708584;-0.401525552;0.655295715;-0.013202577;-0.042950769;-0.640342033;0.231126152;0.028149043;-0.017523866;-0.238695337;0.528377797;0.133094041;0.053030114;0.221801188;0.081172618;0.075581681;0.048996428;0.021774631;0.063263585;0.112552024;0.063322778;-0.24896376;-0.193645352;-7.888645814;3.057965231;0.574512135;-0.804783592;-3.773028949;4.694520634;2.10183516;0.803419931;0.846477521;5.53E-15;0.002264428;0.565699941;0.42106101;0.000167002;2.89E-06;0.035719619;30.52346796;12.70566562;16.39953708;22.4855406;14.98386602;1141.895155;65.2814731;14.83016561;1141.895155
13101081003;-70.736;-33.755;-0.28096304;-0.047526099;-0.082081296;-0.198881744;0.768050723;0.036791869;-0.244605427;-0.714222245;0.261407383;0.049369625;-0.017124654;-0.27015565;0.677283652;0.132447886;0.055419513;0.196821471;0.083371617;0.080840523;0.047395719;0.021755694;0.06289094;0.092733551;0.06333099;0.663879327;-1.24277817;-8.566731304;3.23361817;1.041647339;-0.787134332;-4.295621097;7.303544901;2.0913598;0.506860694;0.21412692;2.41E-17;0.001246589;0.297728461;0.431316761;1.84E-05;4.35E-13;0.036649067;38.62346886;22.54790069;27.86049849;32.34955694;26.23404525;1065.110796;64.15720954;25.70956854;1065.110796
13101081004;-70.865;-33.395;-0.384539223;-0.192373646;-0.330738546;-0.053800677;0.636329928;-0.0221513;0.025067219;-0.100211984;0.202739694;-0.096401605;-0.017225111;-0.096200176;0.024522444;0.134801655;0.044518621;0.032350778;0.066699015;0.054468422;0.0862386;0.021808959;0.07822781;0.106481639;0.063404626;-0.497573808;0.774856773;-1.502450735;3.722151036;-1.117847512;-0.789818118;-1.229743949;0.230297392;2.12605394;0.618851052;0.438535795;0.133172908;0.00020419;0.263795549;0.429747967;0.218969066;0.817889357;0.033647517;15.34777019;5.210430921;6.711567841;10.19348198;6.000683362;1050.464257;48.93619748;5.765645649;1050.464257
13101091001;-70.875;-33.396;-0.273723882;-0.159219328;-0.305786476;0.032062594;0.595041325;-0.020680585;0.023958234;-0.101883356;0.215232558;-0.091760541;-0.017154656;-0.097883749;0.026543427;0.134721078;0.044295732;0.032563112;0.069893327;0.054506956;0.078487641;0.021803395;0.077957711;0.104824502;0.063406221;-0.466875346;0.73574769;-1.457697889;3.948717299;-1.169108159;-0.786788268;-1.255600594;0.253217778;2.124729647;0.640650968;0.46198928;0.14511494;8.19E-05;0.242529643;0.431519292;0.209439349;0.800131608;0.0337581;14.29478279;5.404934565;6.84779457;9.708495169;6.212864994;1036.719177;46.05289914;6.021339483;1036.719177
13101091002;-70.818;-33.387;-0.197996135;-0.1909806;-0.327483021;0.129486886;0.680763766;-0.016564758;0.024248564;-0.078172592;0.195172859;-0.098512853;-0.017496766;-0.092556813;0.146012659;0.135085939;0.044964372;0.032420797;0.051753361;0.053056973;0.107306338;0.021831372;0.079164089;0.075755951;0.063389638;-0.368397401;0.74793239;-1.510483409;3.67855244;-0.918052513;-0.801450574;-1.169176757;1.927408447;2.131041347;0.712624395;0.454607977;0.131112408;0.00024212;0.35872612;0.422986736;0.242502018;0.054100971;0.033233828;26.58779717;3.783746964;6.39674207;14.33554251;5.330872194;1112.404554;75.47392812;5.221959993;1112.404554
13101091003;-70.641;-33.176;-0.463382115;-0.157029504;-0.520842345;0.05746023;0.482669684;-0.023777969;-0.461592135;-0.105697291;0.243325297;0.020969674;-0.017923215;-0.13049836;0.257563207;0.135681945;0.053128479;0.170470165;0.077959039;0.064908036;0.05036141;0.021824468;0.074471491;0.09974757;0.063350835;-0.447555993;-2.707759066;-1.355805464;3.748769998;0.416383775;-0.821244094;-1.752326403;2.582150183;2.141754664;0.654532669;0.006844144;0.175347391;0.000183858;0.677183585;0.41162639;0.079904227;0.009904551;0.032359902;34.32654476;25.31519815;28.33275514;30.73886244;27.51641083;1091.645264;50.9554494;27.47374827;1091.645264
