"","Comuna","subsidiada","decil","escolaridad","ingreso","mater_aceptable","sanea_aceptable","calidad_aceptable","sin_allega_int","sin_allega_ext","sin_hacina"
"49","Papudo",0.0340530036161596,4,0.168491217181874,0.182248419095638,0.183722856969066,0.0443402259646131,0.158327890876944,0.237605712240894,0.0199875078076202,0.154655851687188
"50","Petorca",0.0805518954864586,0,0.165319537373644,-0.0683335681954945,0.515472558005004,0.0103757881339646,0.455219955357208,-0.0681884698869949,0.0131624672352877,0.172648637764917
"51","Zapallar",0.403612261458147,0.666666666666667,0.0875852734980365,-0.0189230450124693,0.546130481136577,-0.0697573526778473,0.227112515292787,0.0109138119488566,0.0128283683698888,0.0977588156459801
"52","Quillota",0.151487488918056,2,0.102835255180661,0.199435608397425,-0.0109161151779301,-0.00422538827961028,0.0261763027151559,-0.0563397018588281,-0.0131434016977676,0.0204293722735786
"53","Hijuelas",0.206720197251903,-0.5,0.0760248016118598,-0.0155622553066792,0.171771297639374,0.149874476731461,0.13535112211617,-0.0545973640862675,0.0208471211118464,0.101697450670295
"54","La Cruz",0.219724619961883,0.666666666666667,0.0370337158336705,-0.086072500781008,0.29759774460463,0.0606682719262381,0.290771005863507,-0.00646437487851396,-0.0696400803584639,0.0194184858864312
"55","Nogales",1.08658771112816,1.5,-0.0384099816212292,0.105901095437931,0.294710528537189,-0.0143803190084766,0.134403778528853,-0.303894070757646,-0.0174386522332044,-0.0195145038965811
"56","San Antonio",-0.246489527962794,0.5,0.0694926070894124,0.0832900436898342,0.0810383288307315,-0.000316979544386603,0.0939864532100987,-0.176991927776238,0.0266607107182314,0.0661065126334969
"57","Algarrobo",-0.514850467961823,-0.5,0.197776982830251,0.295388471258641,0.0452735706475349,0.0189139031961254,0.0632842211596111,0.224343211654549,0.0243677001932611,0.040037935621631
"58","Cartagena",0.134854528897049,-0.75,0.144019906610239,0.164203069758046,0.109165949367894,0.0313302874184238,0.0191145802056194,0.0443679472289482,0.0350730136321525,0.0841910563437015
"59","El Quisco",-0.255208210806336,0.333333333333333,0.14976312266504,-0.093060247572432,-0.0185307718542594,-0.0155242883352781,0.00798571337565825,0.106334923889949,0,0.0585339240703841
"60","El Tabo",0.69850313809566,0.25,0.261759585134567,0.308399900050233,0.145821893518201,0.0442672820727998,0.162552160826254,-0.0510412931388045,0.0418628990057561,0.0426258024944653
"61","Santo Domingo",-0.233337754352812,-0.6,0.131771705116832,-0.0394952598995242,-0.0523023303477548,-0.0184776166513327,-0.0609604804258513,0.0799591185403511,-0.0427258967255289,-0.00842180174282364
"62","San Felipe",-0.0734820246955773,-0.6,0.0840538098851723,0.118524546523004,0.0405715405685156,-0.0380047809574141,-0.0484153593873799,0.0865057895837541,-0.0214414610355546,0.0948234016648559
"63","Catemu",0.280402252610692,0,0.0211423335127181,-0.179337328346346,0.144255452356371,-0.160323879695881,-0.0708205269004306,0.0958821462325079,-0.0736292332899595,-0.104816735773759
"64","Panquehue",0.150004939125619,0.333333333333333,0.109864367756436,0.052408283877031,-0.171281569713373,-0.173472560452328,-0.119382807029357,0.0841898868573344,-0.0899638892684965,0.0732002482733918
"65","Putaendo",-0.186782287380718,1.5,0.0467980238270105,-0.234790837720715,-0.0551982277230704,-0.0743271356160524,-0.110126794128262,-0.0703228618757949,-0.0308673089728288,0.0158555077840052
"66","Santa María",-0.194051239216403,0,0.0276221138739801,-0.118262120510261,0.271525721491364,-0.137915378389803,-0.0498868843043887,-0.00970243336180651,-0.143110585452395,0.0762209455412936
"67","Quilpué",-0.0123178021255869,1,0.0637226909490295,0.356350248296489,-0.00762439995003225,-0.0029019674204274,-0.00731702317645825,0.0148709261739514,-0.00615878387287085,0.0170755541658453
"68","Limache",0.398089301229252,1,0.0418684870103748,0.0731812840300449,0.254988563577965,0.0193846268872268,0.158672430422332,-0.022810411675758,-0.0546118553237737,0.00722054131397894
"69","Olmué",-0.572948145885382,0,0.0757681826989322,0.325015595077595,0.245738877953264,-0.112469068577666,-0.0611699404900538,-0.00853223209911121,0.00671613150825128,0.11004981894927
